title,authors,pdf_link,release_date,document_name
Error propagation operator,,https://docs.cairo-lang.org/language_constructs/error-propagation-operator.html,,language_constructs-error-propagation-operator.html.pdf
Literal expressions,,https://docs.cairo-lang.org/language_constructs/literal-expressions.html,,language_constructs-literal-expressions.html.pdf
Use,,https://docs.cairo-lang.org/language_constructs/use.html,,language_constructs-use.html.pdf
Runtime,,https://docs.cairo-lang.org/language_semantics/runtime.html,,language_semantics-runtime.html.pdf
Enum types,,https://docs.cairo-lang.org/language_constructs/enum-types.html,,language_constructs-enum-types.html.pdf
Items,,https://docs.cairo-lang.org/language_constructs/items.html,,language_constructs-items.html.pdf
Welcome to Cairo,,https://docs.cairo-lang.org/,,index.pdf
Tuple expressions,,https://docs.cairo-lang.org/language_constructs/tuple-expressions.html,,language_constructs-tuple-expressions.html.pdf
Function calls,,https://docs.cairo-lang.org/language_constructs/function-calls.html,,language_constructs-function-calls.html.pdf
Functions,,https://docs.cairo-lang.org/language_constructs/functions.html,,language_constructs-functions.html.pdf
Compiling and running Cairo files,,https://docs.cairo-lang.org/getting_started/compiling-and-running-cairo-files.html,,getting_started-compiling-and-running-cairo-files.html.pdf
Structs,,https://docs.cairo-lang.org/language_constructs/structs.html,,language_constructs-structs.html.pdf
Generics,,https://docs.cairo-lang.org/language_constructs/generics.html,,language_constructs-generics.html.pdf
Constant items,,https://docs.cairo-lang.org/language_constructs/constant-items.html,,language_constructs-constant-items.html.pdf
Patterns,,https://docs.cairo-lang.org/language_constructs/patterns.html,,language_constructs-patterns.html.pdf
Felt252dict,,https://docs.cairo-lang.org/language_constructs/felt252dict-type.html,,language_constructs-felt252dict-type.html.pdf
Impl aliases,,https://docs.cairo-lang.org/language_constructs/impl-aliases.html,,language_constructs-impl-aliases.html.pdf
Statements,,https://docs.cairo-lang.org/language_constructs/statements.html,,language_constructs-statements.html.pdf
Tuple types,,https://docs.cairo-lang.org/language_constructs/tuple-types.html,,language_constructs-tuple-types.html.pdf
Negation operators,,https://docs.cairo-lang.org/language_constructs/negation-operators.html,,language_constructs-negation-operators.html.pdf
Block expression,,https://docs.cairo-lang.org/language_constructs/block-expression.html,,language_constructs-block-expression.html.pdf
Keywords,,https://docs.cairo-lang.org/language_constructs/keywords.html,,language_constructs-keywords.html.pdf
Types,,https://docs.cairo-lang.org/language_constructs/types.html,,language_constructs-types.html.pdf
Namespaces,,https://docs.cairo-lang.org/language_constructs/namespaces.html,,language_constructs-namespaces.html.pdf
Equality operators,,https://docs.cairo-lang.org/language_constructs/equality-operators.html,,language_constructs-equality-operators.html.pdf
Operator expressions,,https://docs.cairo-lang.org/language_constructs/operator-expressions.html,,language_constructs-operator-expressions.html.pdf
USDC on Main Networks,,https://developers.circle.com/stablecoins/docs/usdc-on-main-networks,,stablecoins-docs-usdc-on-main-networks.pdf
Wire Virtual Account Number,,https://developers.circle.com/circle-mint/docs/wire-virtual-account-number,,circle-mint-docs-wire-virtual-account-number.pdf
Reset Account Pin Code,,https://developers.circle.com/w3s/docs/user-controlled-reset-account-pin,,w3s-docs-user-controlled-reset-account-pin.pdf
Introducing Verite,,https://developers.circle.com/verite/docs/introducing-verite,,verite-docs-introducing-verite.pdf
Travel Rule Research,,https://developers.circle.com/verite/docs/travel-rule-research,,verite-docs-travel-rule-research.pdf
Transfer USDC on testnet between Noble and Ethereum,,https://developers.circle.com/stablecoins/docs/transfer-usdc-on-testnet-from-noble-to-ethereum,,stablecoins-docs-transfer-usdc-on-testnet-from-noble-to-ethereum.pdf
Architecture Overview,,https://developers.circle.com/verite/docs/architecture-overview,,verite-docs-architecture-overview.pdf
Testnet (Sandbox) vs. Mainnet (Production),,https://developers.circle.com/w3s/docs/sandbox-vs-production,,w3s-docs-sandbox-vs-production.pdf
Receive an Inbound Transfer,,https://developers.circle.com/w3s/docs/developer-controlled-receive-an-inbound-transfer,,w3s-docs-developer-controlled-receive-an-inbound-transfer.pdf
Circle Web3 Services Primitives,,https://developers.circle.com/w3s/docs/programmable-wallets-primitives,,w3s-docs-programmable-wallets-primitives.pdf
Paymaster,,https://developers.circle.com/w3s/docs/gas-station-paymaster,,w3s-docs-gas-station-paymaster.pdf
Smart Contract Patterns,,https://developers.circle.com/verite/docs/smart-contract-patterns,,verite-docs-smart-contract-patterns.pdf
Quickstart: Crypto Deposits,,https://developers.circle.com/circle-mint/docs/crypto-payments-quickstart,,circle-mint-docs-crypto-payments-quickstart.pdf
Smart Contract Template References,,https://developers.circle.com/w3s/docs/smart-contract-references,,w3s-docs-smart-contract-references.pdf
EURC on Test Networks,,https://developers.circle.com/stablecoins/docs/eurc-on-test-networks,,stablecoins-docs-eurc-on-test-networks.pdf
Verifying Credentials,,https://developers.circle.com/verite/docs/verifying-credentials,,verite-docs-verifying-credentials.pdf
Web3 Services SDKs,,https://developers.circle.com/w3s/docs/web3-services-sdks,,w3s-docs-web3-services-sdks.pdf
Policy Management,,https://developers.circle.com/w3s/docs/gas-station-policy-management,,w3s-docs-gas-station-policy-management.pdf
Quickstarts,,https://developers.circle.com/w3s/docs/scp-quickstarts,,w3s-docs-scp-quickstarts.pdf
What is USDC?,,https://developers.circle.com/stablecoins/docs/what-is-usdc,,stablecoins-docs-what-is-usdc.pdf
EVM Smart Contracts,,https://developers.circle.com/stablecoins/docs/evm-smart-contracts,,stablecoins-docs-evm-smart-contracts.pdf
"Web, iOS, and Android Sample Applications",,https://developers.circle.com/w3s/docs/sample-applications,,w3s-docs-sample-applications.pdf
Issuer Setup,,https://developers.circle.com/verite/docs/issuer-setup,,verite-docs-issuer-setup.pdf
Core Functionality,,https://developers.circle.com/circle-mint/docs/getting-started-with-the-circle-core-api,,circle-mint-docs-getting-started-with-the-circle-core-api.pdf
Tutorial: Verification Registry in Solidity,,https://developers.circle.com/verite/docs/tutorial-verification-registry-in-solidity,,verite-docs-tutorial-verification-registry-in-solidity.pdf
Supported Domains,,https://developers.circle.com/stablecoins/docs/supported-domains,,stablecoins-docs-supported-domains.pdf
Notifications,,https://developers.circle.com/circle-mint/docs/notifications-data-models,,circle-mint-docs-notifications-data-models.pdf
Status Registry Practices,,https://developers.circle.com/verite/docs/status-registry-practices,,verite-docs-status-registry-practices.pdf
Principles & Goals,,https://developers.circle.com/verite/docs/principles-goals,,verite-docs-principles-goals.pdf
HTTP Errors,,https://developers.circle.com/w3s/docs/synchronous-errors,,w3s-docs-synchronous-errors.pdf
Transfer USDC on testnet from Ethereum to Avalanche,,https://developers.circle.com/stablecoins/docs/transfer-usdc-on-testnet-from-ethereum-to-avalanche,,stablecoins-docs-transfer-usdc-on-testnet-from-ethereum-to-avalanche.pdf
Postman API Suite,,https://developers.circle.com/w3s/docs/postman,,w3s-docs-postman.pdf
Create Your First User-Controlled Wallet,,https://developers.circle.com/w3s/docs/user-controlled-create-your-first-wallet,,w3s-docs-user-controlled-create-your-first-wallet.pdf
Circle Developer Account,,https://developers.circle.com/w3s/docs/circle-developer-account,,w3s-docs-circle-developer-account.pdf
Transfer Tokens from Wallet to Wallet,,https://developers.circle.com/w3s/docs/developer-controlled-transfer-tokens-across-wallets,,w3s-docs-developer-controlled-transfer-tokens-across-wallets.pdf
Quickstart: Withdraw to Bank,,https://developers.circle.com/circle-mint/docs/quickstart-withdraw-to-bank,,circle-mint-docs-quickstart-withdraw-to-bank.pdf
Sandbox Environment,,https://developers.circle.com/circle-mint/docs/circle-apis-production-sandbox-environments,,circle-mint-docs-circle-apis-production-sandbox-environments.pdf
Send an Outbound Transfer,,https://developers.circle.com/w3s/docs/user-controlled-send-outbound-transfer,,w3s-docs-user-controlled-send-outbound-transfer.pdf
Recover an Account,,https://developers.circle.com/w3s/docs/user-controlled-recover-account,,w3s-docs-user-controlled-recover-account.pdf
iOS SDK UI Customization API,,https://developers.circle.com/w3s/docs/ios-sdk-ui-customization-api,,w3s-docs-ios-sdk-ui-customization-api.pdf
Quickstart: Verify Verite Credentials,,https://developers.circle.com/verite/docs/quickstart-verify-verite-credentials,,verite-docs-quickstart-verify-verite-credentials.pdf
Generalized Message Passing,,https://developers.circle.com/stablecoins/docs/generic-message-passing,,stablecoins-docs-generic-message-passing.pdf
Quickstart: Deposit via Funds Transfer,,https://developers.circle.com/circle-mint/docs/quickstart-deposit-via-funds-transfer,,circle-mint-docs-quickstart-deposit-via-funds-transfer.pdf
Governance Overview,,https://developers.circle.com/verite/docs/governance-overview,,verite-docs-governance-overview.pdf
Developer Account Logs,,https://developers.circle.com/w3s/docs/developer-account-logs,,w3s-docs-developer-account-logs.pdf
Message Formats & Samples,,https://developers.circle.com/verite/docs/message-formats-samples,,verite-docs-message-formats-samples.pdf
Quickstart: Swapping USDC Across Blockchains,,https://developers.circle.com/circle-mint/docs/swap-usdc-across-blockchains,,circle-mint-docs-swap-usdc-across-blockchains.pdf
Android,,https://developers.circle.com/w3s/docs/android,,w3s-docs-android.pdf
Wallet Security,,https://developers.circle.com/w3s/docs/wallet-security,,w3s-docs-wallet-security.pdf
Quickstart: Transfer 10 USDC On-Chain,,https://developers.circle.com/stablecoins/docs/quickstart-transfer-10-usdc-on-chain,,stablecoins-docs-quickstart-transfer-10-usdc-on-chain.pdf
Accounts API,,https://developers.circle.com/circle-mint/docs/getting-started-with-the-circle-digital-dollar-accounts-api,,circle-mint-docs-getting-started-with-the-circle-digital-dollar-accounts-api.pdf
Gas Station,,https://developers.circle.com/w3s/docs/gas-station,,w3s-docs-gas-station.pdf
Revocation,,https://developers.circle.com/verite/docs/revocation,,verite-docs-revocation.pdf
How To Use Verifiable Credentials And Verite To Build An Off-Chain NFT Allowlist,,https://developers.circle.com/verite/docs/how-to-use-verifiable-credentials-and-verite-to-build-an-off-chain-nft-allowlist,,verite-docs-how-to-use-verifiable-credentials-and-verite-to-build-an-off-chain-nft-allowlist.pdf
API Logs,,https://developers.circle.com/circle-mint/docs/api-logs,,circle-mint-docs-api-logs.pdf
Circle SDKs,,https://developers.circle.com/circle-mint/docs/circle-sdks,,circle-mint-docs-circle-sdks.pdf
Ecosystem Catalog,,https://developers.circle.com/stablecoins/docs/usdc-ecosystem-catalog,,stablecoins-docs-usdc-ecosystem-catalog.pdf
Date Filtering and Pagination Queries,,https://developers.circle.com/circle-mint/docs/pagination-and-filtering,,circle-mint-docs-pagination-and-filtering.pdf
Blockchain Confirmations,,https://developers.circle.com/w3s/docs/blockchain-confirmations,,w3s-docs-blockchain-confirmations.pdf
Postman Suite,,https://developers.circle.com/circle-mint/docs/postman,,circle-mint-docs-postman.pdf
EURC on Main Networks,,https://developers.circle.com/stablecoins/docs/eurc-on-main-networks,,stablecoins-docs-eurc-on-main-networks.pdf
Issuance,,https://developers.circle.com/verite/docs/issuance,,verite-docs-issuance.pdf
Quickstart: Transfer 10 USDC on Solana,,https://developers.circle.com/stablecoins/docs/quickstart-transfer-10-usdc-on-solana,,stablecoins-docs-quickstart-transfer-10-usdc-on-solana.pdf
Billing for Sponsored Gas Fees,,https://developers.circle.com/w3s/docs/gas-station-billing,,w3s-docs-gas-station-billing.pdf
Send a Gasless Transaction,,https://developers.circle.com/w3s/docs/send-a-gasless-transaction,,w3s-docs-send-a-gasless-transaction.pdf
Deploy a Smart Contract From a Template,,https://developers.circle.com/w3s/docs/deploy-smart-contract-template,,w3s-docs-deploy-smart-contract-template.pdf
Android SDK UI Customization API,,https://developers.circle.com/w3s/docs/android-sdk-ui-customization-api,,w3s-docs-android-sdk-ui-customization-api.pdf
Testing API References,,https://developers.circle.com/w3s/docs/api-references,,w3s-docs-api-references.pdf
Create Your First Developer-Controlled Wallet,,https://developers.circle.com/w3s/docs/developer-controlled-create-your-first-wallet,,w3s-docs-developer-controlled-create-your-first-wallet.pdf
Quickstart: Create a Sub-Account,,https://developers.circle.com/circle-mint/docs/create-a-sub-account,,circle-mint-docs-create-a-sub-account.pdf
Account Types,,https://developers.circle.com/w3s/docs/programmable-wallets-account-types,,w3s-docs-programmable-wallets-account-types.pdf
Entity Secret Management,,https://developers.circle.com/w3s/docs/entity-secret-management,,w3s-docs-entity-secret-management.pdf
Specifications and Libraries,,https://developers.circle.com/verite/docs/specifications-and-libraries,,verite-docs-specifications-and-libraries.pdf
Monitored Tokens,,https://developers.circle.com/w3s/docs/monitored-tokens,,w3s-docs-monitored-tokens.pdf
Crossfunctionality,,https://developers.circle.com/verite/docs/crossfunctionality,,verite-docs-crossfunctionality.pdf
Compliance Requirements,,https://developers.circle.com/w3s/docs/compliance-requirements,,w3s-docs-compliance-requirements.pdf
Supported Chains and Currencies,,https://developers.circle.com/circle-mint/docs/supported-chains-and-currencies,,circle-mint-docs-supported-chains-and-currencies.pdf
Circle APIs: API and Entity Errors,,https://developers.circle.com/circle-mint/docs/circle-apis-api-errors,,circle-mint-docs-circle-apis-api-errors.pdf
Using sandbox to test connectivity and API keys,,https://developers.circle.com/circle-mint/docs/testing-connectivity-and-api-keys,,circle-mint-docs-testing-connectivity-and-api-keys.pdf
Quickstart: Crypto Payouts,,https://developers.circle.com/circle-mint/docs/crypto-payouts,,circle-mint-docs-crypto-payouts.pdf
"Primer: DIDs, VCs, VPs",,https://developers.circle.com/verite/docs/primer-dids-vcs-vps,,verite-docs-primer-dids-vcs-vps.pdf
Implementing a full-featured Verite Identity Wallet,,https://developers.circle.com/verite/docs/implementing-a-full-featured-verite-identity-wallet,,verite-docs-implementing-a-full-featured-verite-identity-wallet.pdf
Circle Access Network (Beta),,https://developers.circle.com/w3s/docs/circle-access-network-beta,,w3s-docs-circle-access-network-beta.pdf
How To Create a Verifiable Credentials Registry Smart Contract in Solidity,,https://developers.circle.com/verite/docs/how-to-create-a-verifiable-credentials-registry-smart-contract-in-solidity,,verite-docs-how-to-create-a-verifiable-credentials-registry-smart-contract-in-solidity.pdf
Verite Verification Service,,https://developers.circle.com/verite/docs/verite-service,,verite-docs-verite-service.pdf
Notification Logs,,https://developers.circle.com/w3s/docs/webhook-logs,,w3s-docs-webhook-logs.pdf
Gas Fees,,https://developers.circle.com/w3s/docs/gas-fees,,w3s-docs-gas-fees.pdf
VC-JWT Functions,,https://developers.circle.com/verite/docs/vc-jwt-functions,,verite-docs-vc-jwt-functions.pdf
iOS,,https://developers.circle.com/w3s/docs/ios,,w3s-docs-ios.pdf
API Keys,,https://developers.circle.com/circle-mint/docs/api-keys,,circle-mint-docs-api-keys.pdf
The Past Year with Verite,,https://developers.circle.com/verite/docs/the-past-year-with-verite,,verite-docs-the-past-year-with-verite.pdf
Programmable Wallets,,https://developers.circle.com/w3s/docs/programmable-wallets,,w3s-docs-programmable-wallets.pdf
Quickstart: Crypto Refunds,,https://developers.circle.com/circle-mint/docs/crypto-refunds,,circle-mint-docs-crypto-refunds.pdf
Credential State,,https://developers.circle.com/verite/docs/credential-state,,verite-docs-credential-state.pdf
Travel Rule On-Chain,,https://developers.circle.com/circle-mint/docs/travel-rule-on-chain,,circle-mint-docs-travel-rule-on-chain.pdf
Infrastructure Models,,https://developers.circle.com/w3s/docs/programmable-wallets-infrastructure-models,,w3s-docs-programmable-wallets-infrastructure-models.pdf
Required Block Confirmations,,https://developers.circle.com/stablecoins/docs/required-block-confirmations,,stablecoins-docs-required-block-confirmations.pdf
Verite Issuer Registry PVG,,https://developers.circle.com/verite/docs/verite-issuer-registry-pvg,,verite-docs-verite-issuer-registry-pvg.pdf
Deploy a Smart Contract,,https://developers.circle.com/w3s/docs/scp-deploy-smart-contract,,w3s-docs-scp-deploy-smart-contract.pdf
Idempotent Requests,,https://developers.circle.com/w3s/docs/idempotent-requests,,w3s-docs-idempotent-requests.pdf
NFT (ERC-721),,https://developers.circle.com/w3s/docs/erc-721-nft,,w3s-docs-erc-721-nft.pdf
Message Format,,https://developers.circle.com/stablecoins/docs/message-format,,stablecoins-docs-message-format.pdf
Smart Contract Platform,,https://developers.circle.com/w3s/docs/smart-contract-platform,,w3s-docs-smart-contract-platform.pdf
Notifications Quickstart,,https://developers.circle.com/w3s/docs/web3-services-notifications-quickstart,,w3s-docs-web3-services-notifications-quickstart.pdf
Smart Contract Template Overview,,https://developers.circle.com/w3s/docs/scp-templates-overview,,w3s-docs-scp-templates-overview.pdf
Authentication,,https://developers.circle.com/circle-mint/docs/authentication,,circle-mint-docs-authentication.pdf
Issuing Credentials,,https://developers.circle.com/verite/docs/issuing-credentials,,verite-docs-issuing-credentials.pdf
Limits,,https://developers.circle.com/stablecoins/docs/limits,,stablecoins-docs-limits.pdf
Verification,,https://developers.circle.com/verite/docs/verification,,verite-docs-verification.pdf
Notification Flows,,https://developers.circle.com/w3s/docs/notification-flows,,w3s-docs-notification-flows.pdf
Onboard Users to Developer-Controlled Wallets,,https://developers.circle.com/w3s/docs/onboard-users-to-developer-controlled-wallets,,w3s-docs-onboard-users-to-developer-controlled-wallets.pdf
Token (ERC-20),,https://developers.circle.com/w3s/docs/erc-20-token,,w3s-docs-erc-20-token.pdf
Managing Webhook Subscriptions,,https://developers.circle.com/circle-mint/docs/webhook-subscription-management,,circle-mint-docs-webhook-subscription-management.pdf
Cross-Chain Transfer Protocol,,https://developers.circle.com/stablecoins/docs/cctp-getting-started,,stablecoins-docs-cctp-getting-started.pdf
Crypto Deposits API,,https://developers.circle.com/circle-mint/docs/overview,,circle-mint-docs-overview.pdf
Web SDK UI Customizations,,https://developers.circle.com/w3s/docs/web-sdk-ui-customizations,,w3s-docs-web-sdk-ui-customizations.pdf
Benefits & Use Cases,,https://developers.circle.com/verite/docs/benefits-use-cases,,verite-docs-benefits-use-cases.pdf
"Verification Patterns, Part 2",,https://developers.circle.com/verite/docs/verification-patterns-part-2,,verite-docs-verification-patterns-part-2.pdf
Manage Team Members,,https://developers.circle.com/w3s/docs/manage-team-members,,w3s-docs-manage-team-members.pdf
OpenAPI,,https://developers.circle.com/circle-mint/docs/openapi,,circle-mint-docs-openapi.pdf
USDC on Test Networks,,https://developers.circle.com/stablecoins/docs/usdc-on-test-networks,,stablecoins-docs-usdc-on-test-networks.pdf
Supported Blockchains and Currencies,,https://developers.circle.com/w3s/docs/supported-blockchains-and-currencies,,w3s-docs-supported-blockchains-and-currencies.pdf
Schema Design,,https://developers.circle.com/verite/docs/schema-design,,verite-docs-schema-design.pdf
Open-Source Repositories,,https://developers.circle.com/verite/docs/verite-protocol-repositories,,verite-docs-verite-protocol-repositories.pdf
Supporting different types of credential wallets,,https://developers.circle.com/verite/docs/supporting-different-types-of-credential-wallets,,verite-docs-supporting-different-types-of-credential-wallets.pdf
Transaction States and Errors,,https://developers.circle.com/w3s/docs/asynchronous-states-and-statuses,,w3s-docs-asynchronous-states-and-statuses.pdf
Quickstart: Withdraw via Blockchain Wallet,,https://developers.circle.com/circle-mint/docs/quickstart-withdraw-via-blockchain-wallet,,circle-mint-docs-quickstart-withdraw-via-blockchain-wallet.pdf
Example Address Token,,https://developers.circle.com/verite/docs/example-address-token,,verite-docs-example-address-token.pdf
Identifier Methods,,https://developers.circle.com/verite/docs/identifier-methods,,verite-docs-identifier-methods.pdf
API Keys & Authentication,,https://developers.circle.com/w3s/docs/web3-services-api-keys-authentication,,w3s-docs-web3-services-api-keys-authentication.pdf
"Verification Patterns, Part 1",,https://developers.circle.com/verite/docs/verification-patterns-part-1,,verite-docs-verification-patterns-part-1.pdf
Noble Cosmos Module,,https://developers.circle.com/stablecoins/docs/noble-cosmos-module,,stablecoins-docs-noble-cosmos-module.pdf
Tutorial: Creating a Registry Contract in Solidity,,https://developers.circle.com/verite/docs/tutorial-creating-a-registry-contract-in-solidity,,verite-docs-tutorial-creating-a-registry-contract-in-solidity.pdf
Accounts API Infrastructure,,https://developers.circle.com/circle-mint/docs/accounts-api-infrastructure,,circle-mint-docs-accounts-api-infrastructure.pdf
Sandbox to Production Transition Guide,,https://developers.circle.com/circle-mint/docs/sandbox-to-production-transition-guide,,circle-mint-docs-sandbox-to-production-transition-guide.pdf
Interact With a Smart Contract,,https://developers.circle.com/w3s/docs/scp-interact-smart-contract,,w3s-docs-scp-interact-smart-contract.pdf
Supported Countries,,https://developers.circle.com/circle-mint/docs/supported-countries,,circle-mint-docs-supported-countries.pdf
Schemas,,https://developers.circle.com/verite/docs/schemas,,verite-docs-schemas.pdf
API Resources,,https://developers.circle.com/circle-mint/docs/circle-api-resources,,circle-mint-docs-circle-api-resources.pdf
Integrating Via WalletConnect,,https://developers.circle.com/verite/docs/integrating-via-walletconnect,,verite-docs-integrating-via-walletconnect.pdf
Web SDK for User-Controlled Wallets,,https://developers.circle.com/w3s/docs/web,,w3s-docs-web.pdf
Quickstart: Deposit via Blockchain Wallet,,https://developers.circle.com/circle-mint/docs/quickstart-deposit-via-blockchain-wallet,,circle-mint-docs-quickstart-deposit-via-blockchain-wallet.pdf
Multi-Token (ERC-1155),,https://developers.circle.com/w3s/docs/erc-1155-multi-token,,w3s-docs-erc-1155-multi-token.pdf
Deploy a Warp Route,,https://docs.hyperlane.xyz/docs/guides/deploy-warp-route,,docs-guides-deploy-warp-route.pdf
Send your first interchain message,,https://docs.hyperlane.xyz/docs/your-first-message,,docs-your-first-message.pdf
Deploy a UI for your Warp Route,,https://docs.hyperlane.xyz/docs/guides/deploy-warp-route-UI,,docs-guides-deploy-warp-route-UI.pdf
Get Started,,https://docs.hyperlane.xyz/docs/deploy-hyperlane,,docs-deploy-hyperlane.pdf
Frequently Asked Questions,,https://docs.hyperlane.xyz/docs/faq,,docs-faq.pdf
Choosing Hyperlane,,https://docs.hyperlane.xyz/docs/intro,,docs-intro.pdf
Protocol Kit,,https://docs.safe.global/sdk/protocol-kit,,sdk-protocol-kit.pdf
Reference,,https://docs.safe.global/sdk/api-kit/reference,,sdk-api-kit-reference.pdf
Transaction signatures,,https://docs.safe.global/sdk/protocol-kit/guides/signatures/transactions,,sdk-protocol-kit-guides-signatures-transactions.pdf
Safe reference,,https://docs.safe.global/sdk/protocol-kit/reference/safe,,sdk-protocol-kit-reference-safe.pdf
SafeAuthPack,,https://docs.safe.global/sdk/auth-kit/reference/safe-auth-pack,,sdk-auth-kit-reference-safe-auth-pack.pdf
Integration with Gelato,,https://docs.safe.global/sdk/relay-kit/guides/gelato-relay,,sdk-relay-kit-guides-gelato-relay.pdf
Onramp Kit,,https://docs.safe.global/sdk/onramp-kit,,sdk-onramp-kit.pdf
Welcome,,https://docs.safe.global/home/what-is-safe,,home-what-is-safe.pdf
v1.0.0,,https://docs.safe.global/advanced/smart-account-supported-networks/v1.0.0,,advanced-smart-account-supported-networks-v1.0.0.pdf
Auth Kit,,https://docs.safe.global/sdk/auth-kit,,sdk-auth-kit.pdf
Migrating to v2,,https://docs.safe.global/sdk/api-kit/reference/migrating-to-v2,,sdk-api-kit-reference-migrating-to-v2.pdf
What is ERC-4337?,,https://docs.safe.global/home/4337-overview,,home-4337-overview.pdf
Supported Networks,,https://docs.safe.global/advanced/api-supported-networks,,advanced-api-supported-networks.pdf
Message signatures,,https://docs.safe.global/sdk/protocol-kit/guides/signatures/messages,,sdk-protocol-kit-guides-signatures-messages.pdf
Safe{Core},,https://docs.safe.global/home/safe-core,,home-safe-core.pdf
Relay Kit,,https://docs.safe.global/sdk/relay-kit,,sdk-relay-kit.pdf
Signatures,,https://docs.safe.global/advanced/smart-account-signatures,,advanced-smart-account-signatures.pdf
Integration with Monerium,,https://docs.safe.global/sdk/onramp-kit/guides/monerium,,sdk-onramp-kit-guides-monerium.pdf
Safe Guards,,https://docs.safe.global/advanced/smart-account-guards,,advanced-smart-account-guards.pdf
Safe Transaction Service,,https://docs.safe.global/advanced/api-service-architecture/safe-transaction-service,,advanced-api-service-architecture-safe-transaction-service.pdf
Integration with Stripe,,https://docs.safe.global/sdk/onramp-kit/guides/stripe,,sdk-onramp-kit-guides-stripe.pdf
Migrating to v1,,https://docs.safe.global/sdk/api-kit/reference/migrating-to-v1,,sdk-api-kit-reference-migrating-to-v1.pdf
Integration with SafeAuth,,https://docs.safe.global/sdk/auth-kit/guides/safe-auth,,sdk-auth-kit-guides-safe-auth.pdf
StripePack,,https://docs.safe.global/sdk/onramp-kit/reference/stripe-pack,,sdk-onramp-kit-reference-stripe-pack.pdf
AuthKitBasePack,,https://docs.safe.global/sdk/auth-kit/reference/auth-kit-base-pack,,sdk-auth-kit-reference-auth-kit-base-pack.pdf
Safe Smart Account,,https://docs.safe.global/advanced/smart-account-overview,,advanced-smart-account-overview.pdf
API Kit,,https://docs.safe.global/sdk/api-kit,,sdk-api-kit.pdf
v1.1.1,,https://docs.safe.global/advanced/smart-account-supported-networks/v1.1.1,,advanced-smart-account-supported-networks-v1.1.1.pdf
MoneriumPack,,https://docs.safe.global/sdk/onramp-kit/reference/monerium-pack,,sdk-onramp-kit-reference-monerium-pack.pdf
v1.3.0,,https://docs.safe.global/advanced/smart-account-supported-networks/v1.3.0,,advanced-smart-account-supported-networks-v1.3.0.pdf
Safe and ERC-4337,,https://docs.safe.global/home/4337-safe,,home-4337-safe.pdf
Safe Modules,,https://docs.safe.global/advanced/smart-account-modules,,advanced-smart-account-modules.pdf
Safe Factory reference,,https://docs.safe.global/sdk/protocol-kit/reference/safe-factory,,sdk-protocol-kit-reference-safe-factory.pdf
Past paid bounties,,https://docs.safe.global/advanced/smart-account-bug-bounty/past-paid-bounties,,advanced-smart-account-bug-bounty-past-paid-bounties.pdf
v1.2.0,,https://docs.safe.global/advanced/smart-account-supported-networks/v1.2.0,,advanced-smart-account-supported-networks-v1.2.0.pdf
RPC Requirements,,https://docs.safe.global/advanced/api-rpc-requirements,,advanced-api-rpc-requirements.pdf
OnRampKitBasePack,,https://docs.safe.global/sdk/onramp-kit/reference/onramp-kit-base-pack,,sdk-onramp-kit-reference-onramp-kit-base-pack.pdf
v1.4.1,,https://docs.safe.global/advanced/smart-account-supported-networks/v1.4.1,,advanced-smart-account-supported-networks-v1.4.1.pdf
Sponsor UserOperations with Pimlico,,https://docs.safe.global/home/4337-guides/pimlico-sponsor-account,,home-4337-guides-pimlico-sponsor-account.pdf
Safe Signatures,,https://docs.safe.global/sdk/protocol-kit/guides/signatures,,sdk-protocol-kit-guides-signatures.pdf
Channels,,https://docs.farcaster.xyz/learn/what-is-farcaster/channels,,learn-what-is-farcaster-channels.pdf
Messages,,https://docs.farcaster.xyz/learn/what-is-farcaster/messages,,learn-what-is-farcaster-messages.pdf
Apps,,https://docs.farcaster.xyz/learn/what-is-farcaster/apps,,learn-what-is-farcaster-apps.pdf
FIPs,,https://docs.farcaster.xyz/learn/contributing/fips,,learn-contributing-fips.pdf
Hubs,,https://docs.farcaster.xyz/learn/architecture/hubs,,learn-architecture-hubs.pdf
ENS Names,,https://docs.farcaster.xyz/learn/architecture/ens-names,,learn-architecture-ens-names.pdf
Contracts,,https://docs.farcaster.xyz/learn/architecture/contracts,,learn-architecture-contracts.pdf
Contributing,,https://docs.farcaster.xyz/learn/contributing/overview,,learn-contributing-overview.pdf
Accounts,,https://docs.farcaster.xyz/learn/what-is-farcaster/accounts,,learn-what-is-farcaster-accounts.pdf
Getting Started,,https://docs.farcaster.xyz/index,,index.pdf
Frames,,https://docs.farcaster.xyz/learn/what-is-farcaster/frames,,learn-what-is-farcaster-frames.pdf
Governance,,https://docs.farcaster.xyz/learn/contributing/governance,,learn-contributing-governance.pdf
Usernames,,https://docs.farcaster.xyz/learn/what-is-farcaster/usernames,,learn-what-is-farcaster-usernames.pdf
Architecture,,https://docs.farcaster.xyz/learn/architecture/overview,,learn-architecture-overview.pdf
Using collections,,https://docs.near.org/tutorials/crosswords/beginner/collections,,tutorials-crosswords-beginner-collections.pdf
The Contract Class,,https://docs.near.org/develop/contracts/anatomy,,develop-contracts-anatomy.pdf
Meta Transactions,,https://docs.near.org/concepts/abstraction/meta-transactions,,concepts-abstraction-meta-transactions.pdf
Unit Testing,,https://docs.near.org/develop/testing/unit-test,,develop-testing-unit-test.pdf
